"region","municipality","county","dummy_coast","land_area","holiday_homes","future_hh_area","holiday_homes_1970","hh_dwelling_ratio","median_hh_price","prop_hh_area","prop_wetlands","prop_montainous","altitudinal_range","dist_to_coast","veg_sections","veg_zones","prop_protected","grazing_livestock","infrastructure_index","population","population_change","median_age","urban_settlement_ratio","prop_farm_residents","pop_2hr_drive","pop_4hr_drive","median_income","education","employment_rate","prop_private_sector","municipal_economy","unrestricted_revenues","off_road_motor","ski_lifts","hiker_cabins","activity_data","activity_pr_person","culture_index"
"3454","Vang","Innlandet",0,-0.10297412567957,1818,8.018424,-0.375927083012988,0.834085487754132,-0.0560097118168642,-0.319114111689687,-0.797068743444276,0.680964228527013,1.11347984150727,-0.428855735642537,0.160530402749728,-1.34411420365224,-0.920541502441791,0.0744896374730327,-0.576087483558505,-0.531969486845549,-0.15432336779114,-0.290420178859496,-1.90584238783637,1.82009732662279,-0.478300566887076,0.51245705427143,-0.230204619310934,1.1912279815359,0.632631915187273,0.116431957121713,-0.237339214214544,0.513263577385128,-0.364294771541874,0.189983858613849,0.908750565313834,0.0309165606699728,2.5759568190138,1.12353550761146
"3815","Drangedal","Vestfold og Telemark",0,-0.380224192952036,1412,11.582086,-0.668354285015531,-0.540963599582553,-0.116844868241316,-0.259815129249266,-0.684486773128886,-0.5547988584861,-1.61017945061846,-0.760129443857922,-0.46179903509343,2.48372907582333,-0.767539502512127,-0.848734218149628,0.498314068645142,-0.088566728607918,0.14026457423149,0.0141285492418138,-0.178116111012745,-0.305702061185828,0.576062149908534,1.36315688795911,-1.38411034866473,-0.921846809975375,-1.59538924841004,-0.637564197023016,-0.909511587318507,-0.492082513202557,-0.451266763348548,0.528120267522902,-0.643165012774932,-0.484190198099812,-0.870767240693023,-1.52987341372999
"3818","Tinn","Vestfold og Telemark",0,0.370957613247724,3557,13.644296,1.13463636172626,-0.228512660954734,2.68157232728346,-0.141217164368424,-0.251479194992766,-0.694859190928737,0.726279981088224,0.448169784990158,0.385374878349423,-0.472034083586659,-0.241397111205093,-0.642277015271374,-0.317842285999664,0.162506102173885,-0.877649977591679,0.623226005444433,1.06230275439909,-0.85516715718721,0.773592494027215,1.13404618747434,-0.0136011547564672,-0.664154762230098,-0.891803623497413,0.539706393900178,0.518854705527415,-0.342644366760597,0.0923081854431639,1.71159769870459,1.83989991216709,0.53542079087588,0.507744011739564,0.852467752348177
"3819","Hjartdal","Vestfold og Telemark",0,-0.607640954516107,2476,8.433016,0.0561946422391781,1.49095152710317,-0.26284924366,0.511071642476203,-0.342410786401351,-0.657150639886488,0.476986920270485,0.304360837857745,-0.151780863944733,0.366909131020448,0.293023001591959,-0.570498896825986,0.339947016703081,-0.536392898240577,-0.24808857133979,0.623226005444433,-1.90584238783637,1.86513544924586,0.324076222830519,1.40163686046,-0.297154781082315,-0.818769990877264,-0.440787188251039,0.907449199031323,-0.321360760852539,0.387412840175909,-0.335304107606316,-0.655357163658783,-0.953548128392685,-0.435265234425031,0.204863223761776,-0.667110121663598
"3820","Seljord","Vestfold og Telemark",0,-0.667410970289745,1399,7.483129,-0.0890876619404295,-0.357122469606493,-0.846866745334737,-0.0226191994875832,-0.532934120781243,-0.476149594883696,0.0579624137896037,0.258329055910097,-0.262118097017543,0.546071950533574,-0.243945802434015,-0.530678527229074,0.525150981903075,-0.301598221392478,0.274955848958373,0.0141285492418138,0.264890626634339,0.0185724217002325,0.0167732470179888,1.33128606394102,-0.47437579753597,0.624305476496292,-0.594132782188224,0.828470878466244,-0.237339214214544,-0.373684475327462,0.418453154718191,-0.655357163658783,-0.953548128392685,-0.566466824477347,-0.892121299619941,1.1475557404953
"3821","Kviteseid","Vestfold og Telemark",0,-0.708118006824745,1227,4.986227,-0.677667253232173,-0.38070598408483,0.415499251566492,-0.200516146808845,-0.84686461492993,-0.369488264792765,-0.872908483519189,0.072147252346895,-0.241884762206372,1.35899298077001,-1.06404689212508,-0.610446082886581,0.67682359938576,-0.378919452577572,-0.552829125575314,0.927774733545743,-0.488220827365704,0.198724912192489,-0.0405858544772233,1.57922283217049,-0.446808083865401,1.08815116243779,-0.350583912026161,0.575493445406229,-1.27360495608315,-0.337496625983419,-0.342551773590205,0.189983858613849,-0.643165012774932,-0.519553827690027,-0.649662620130946,-0.497250589281975
"3822","Nissedal","Vestfold og Telemark",0,-0.564669968968016,2430,7.456928,-0.627377224862309,1.84132320153862,0.61926052449455,0.333174695154941,-0.63036082586187,-0.367333490447493,-1.35293022828526,-0.363151795235594,-0.417167459765314,1.8406228984308,-0.955329360063782,-0.986076448319867,-0.0173146573197613,-0.562579493699145,0.414192993549701,0.318677277343123,-0.222416784777453,0.0816257933725224,0.16355723515701,1.17694043983083,-0.0529836028572794,-0.612616352681042,-0.350583912026161,-0.885605485047714,-1.52566959599714,0.715101115021647,-0.4150284334291,-0.655357163658783,-0.643165012774932,-0.443987479496863,0.320110613688469,-0.10257800013455
"3823","Fyresdal","Vestfold og Telemark",0,-0.282037517076876,1323,9.930883,-0.655316129512233,0.635251486599628,-1.00503815203831,-0.556310041451369,-0.472313059842187,-0.593584796700984,-1.08242073675963,0.17672006925307,-0.364294521709657,1.09074258673727,-0.988786149681988,-0.602583462138147,-0.351564356316587,-0.600797768152189,-0.0657500597020091,0.623226005444433,-0.57682217489512,0.541014644127776,-0.454717193559388,1.37980765131852,-0.104180785388335,0.160459790554791,-0.0168317385782305,-0.390756945257147,0.0707397901247728,0.877754357190094,0.179280177249838,-0.655357163658783,0.908750565313834,-0.685085946141427,-1.01544132255011,-0.298785889630524
"3824","Tokke","Vestfold og Telemark",0,-0.460070239079118,1162,9.68622,-0.584537571065758,-0.375142533874385,-1.00138804265284,-0.378413094130107,-0.461487870388784,-0.669001898785481,0.150784298136634,0.268688527143575,-0.477632760878523,0.445574095698905,-1.15155573126523,-0.151116851421571,0.396310541246072,-0.434123626787524,-0.773247383436924,0.623226005444433,-0.798325543718662,0.171702038618651,-0.455180761617039,1.25559158248115,0.537753118654903,-0.303385895386709,0.0643512181424574,-0.981860313236402,0.266790065613429,0.313961494161249,0.128546515362611,-0.31722075474973,-0.953548128392685,-0.512224123221801,-0.515695376659333,1.0905120481191
"3825","Vinje","Vestfold og Telemark",0,1.1433694471578,5713,7.150154,1.19423935831277,1.34850792815326,1.57765757880536,-0.200516146808845,-0.257974308664808,-0.603281281254705,0.172000728844527,0.0947584129226517,-0.107832767903493,-0.695714283810982,0.332958621632309,-0.00388293708394596,-0.607350349790741,-0.1483712506687,-0.076452663735085,-0.594968906960805,-0.443920153600995,0.396892651733971,-0.409022146942857,1.47911468519231,0.577135566755716,0.418151838300069,1.00246536665197,-0.172332527444353,-0.685454129617186,-0.216793629551379,2.97687924703118,2.72600692543174,-0.332781897157179,0.0239018723365392,0.278472730141085,0.461270809543642
