"terms","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35"
"pop_4hr_drive",-0.128596354245091,0.163437567734843,0.350298972675497,0.00484956034306651,0.0325039157727704,-0.217709560007585,0.172653282793861,-0.0320958088936604,0.135529802263209,0.00347944979301108,0.0684447264350544,-0.127254639119744,0.134911289067593,0.0589520494837554,0.0213088958888083,-0.0098603452709205,0.003249081489648,0.132292948415656,-0.113853911960209,0.222649454608218,0.0833194811314977,0.132131930066709,0.0796462160458554,0.042397892825721,-0.161152595786459,-0.60983327144175,-0.159544089054723,0.311202318205552,0.20120705194239,-0.0428349660610582,-0.0857609627128079,0.0934992775437031,-0.0154096352729514,-0.0395410933670957,-0.0162414271194581
"median_income",-0.176707893337807,0.10036148491265,-0.242162574972388,-0.238447475895974,-0.0833420031058443,0.0516536443243583,0.233430414057907,0.251473554301994,-0.0473444997851265,0.0033693951266391,-0.0614675952935584,-0.115936247004562,-0.144302920810985,-0.0190790998638506,0.125103813820049,-0.147560858153398,-0.129670263502988,-0.147251208848821,-0.149459535909611,0.0317548113762456,0.275944197957445,-0.133609637901349,-0.0287297012238287,0.312051462908133,-0.344018899556087,0.0714970007614448,-0.354554147382543,-0.196994416998103,0.0419512313476065,0.26393399627499,-0.108153552096978,0.0940791926852701,-0.0157102987934087,0.0582075919470023,-0.0123297354518077
"education",-0.190801853654621,0.166414619567562,-0.176363338625219,0.0920673460268392,0.0454016059817359,0.193729036520054,0.203569418151659,0.0965695139380535,0.209847283678036,-0.0738069386817402,0.0667887135194637,-0.143738304255465,-0.0276580307332975,-0.127894954694975,0.123591054744956,-0.0273576977233604,-0.0414671973214433,-0.0068135995039108,0.197202051321113,-0.560577694947233,0.277404963360289,0.422772148256605,0.043636792944998,-0.0244968223183823,0.0434235226143482,-0.0816012856051937,0.185009487104322,0.155147016235693,-0.0350217010693248,-0.0564339516683845,0.0451086035040151,-0.103530183370829,0.0315072147453404,0.0106762257157603,-0.00106722169751669
"employment_rate",0.0327497067602333,0.143553751363499,-0.185271751376389,-0.453939504367883,-0.13531959113477,-0.0372187180424859,0.29259215698611,0.104769805278402,-0.0663281775870097,-0.145099301083048,-0.0754800526744842,-0.114115143638762,-0.0435803928459394,0.0546636279157729,0.0110103246961111,-0.154620912781813,-0.0870167553971917,-0.135032719650862,-0.0192576625744071,0.285838629967386,0.0763371772263776,-0.219026270654797,-0.0161535177218686,-0.14542898974379,0.265203015427747,-0.110067832001289,0.382788355081573,0.179868443481562,-0.139159511792548,-0.232787742444066,0.122532663747512,-0.118114888211375,0.0197485897518113,-0.0311628360862927,0.0161470680027583
"prop_private_sector",-0.106991344164526,0.0229083570123696,-0.0263696337303034,-0.289132751847232,0.0810817196555198,-0.0542988667580483,-0.0723388912405719,-0.41442028271029,-0.492375887175926,0.0589278391729596,0.483676253554941,-0.0761461210709071,0.0621702090513044,0.0442088180458811,0.0186422003655415,-0.0950931083607429,-0.360879514728324,0.100902581056378,0.141120248268337,-0.0232487803145029,0.0121135837939098,0.20126042177956,-0.0535804881447966,-0.0165952188816224,-0.0560066090211887,0.0592254203160025,-0.0197144777718507,-0.0116798361783209,0.0357540745981012,0.0295015454469226,0.031759370311866,0.0141802970442202,-0.0039852145017143,0.0340351963013593,-0.00250684586397147
"municipal_economy",0.0470829702700885,-0.0452456194645809,-0.0350318698100892,-0.301501176407783,-0.0292705548269128,0.250571993678049,0.166817831248049,-0.155090347339938,0.208750399065073,0.716552298038048,-0.0990417892574831,0.0733054800976894,0.150528820991578,0.162469759028834,0.208489916321733,0.267188220749949,-0.0329591558608701,0.126749539060514,-0.101315261340114,-0.068362109037091,-0.0119097239718294,-0.033648251371812,0.0592851277583812,-0.107402502647659,0.0294252025682895,-0.0130953772464815,0.00231652489859766,-0.0147575276421529,-0.0226552211893691,0.0294252511744025,-0.0211377641729773,0.010012718031046,0.0150462939342236,-0.000957242026168117,0.0115660429435534
"unrestricted_revenues",0.246980812677483,-0.11108388003335,0.00283934539585665,-0.0991638092758939,0.145744658757304,0.115563788475308,0.12246685909755,0.127926464579749,0.144904209193299,0.0845724566134235,0.16158769143777,0.0299001030217637,-0.0636549179475024,-0.108204693227581,-0.0250195207828547,-0.0411505872190588,0.0655397085196417,-0.203706258404332,0.200901128346595,0.207195944796604,-0.0548983554637952,0.298795121118186,-0.621454278531875,0.0679421495743448,0.275966507557607,-0.0660647854744547,-0.249685693229307,-0.0109253518243377,0.0397085272091783,-0.0236336198898847,-0.129682735911016,0.031945266645092,0.0101258215973057,-0.0320548507690531,0.03661643879661
"off_road_motor",0.186387606567491,0.17445167193451,-0.097348824508794,0.119125597190739,-0.217938598952514,0.0755600185899064,-0.0489998381867013,0.270936608015241,-0.0665563415703767,0.0105552737873591,0.0141551411325895,-0.113103812462085,-0.00226981166843895,0.0361015591668659,-0.206290033628621,0.217254407078098,-0.527182034934201,0.0571489354108476,-0.192402136595903,-0.213473282306983,-0.409530936807974,-0.0162028911849606,-0.131695622305219,0.112131791490911,0.0445809570408265,-0.299016716652621,0.00716176549802255,-0.0773411656933238,-0.0828321939933651,0.0137205062969509,0.0683204713885558,0.043880129352917,0.0039472518238948,0.0280247868440624,-0.000436071975769069
"ski_lifts",0.0459589714045461,0.252524890275029,-0.0612049644879517,-0.0580836593529516,0.00354091426346782,-0.132527509010401,0.138787975753869,0.153496725923332,0.0512506147848518,-0.107189300914924,0.147213199470652,0.81099870918775,0.141916603643815,0.269211295939928,0.10685379451173,-0.139097463371309,-0.0145577305699673,-0.0120450623823546,0.0417831983877904,-0.0974306882888174,-0.112454900243597,0.0636638759729375,-0.00377600524485817,0.00102985149311682,-0.115956026973565,-0.00391691046924911,0.0272819895578471,-0.0388204323571619,0.0622447898707893,-0.022153080570649,0.0275659325377779,0.00108612203638373,-0.0186050833679863,0.0147321171703185,0.000300952168016958
"hiker_cabins",0.0248333713893165,0.263797605008662,-0.0606325960325859,0.117186079657546,0.110703548401251,-0.230262525592722,0.0378639654148097,-0.0888132362532108,0.0683118218483133,0.327634391502145,-0.090954786617634,0.0413202789492257,-0.733996552926242,-0.0544562015616606,-0.066901216008017,-0.273730590128482,-0.0543870192563196,0.183885597216479,0.0453676166385635,0.0794548598681759,-0.136709050969469,0.103563786905711,0.0830870641330292,-0.0945854167428411,0.0167372604540337,0.00769375954259217,0.0263063604897597,-0.0216737077866397,-0.0291873441104992,0.0159998548610619,-0.00356186303150064,0.0253571571006416,-0.0304240148334111,0.000218240281906984,0.00882698717700122
"activity_data",-0.245392658742534,0.225190193739891,-0.101060640997207,0.0656741058514108,0.013715700357856,-0.00624066398234924,-0.0669297554277242,-0.150881311952451,0.0521544623621529,-0.0187527807766714,0.0183941727306252,0.0296173488335755,-0.0305629946806633,-0.0435609927304648,0.0826783488204959,0.19860962269155,-0.00569044127597349,-0.13437184099483,0.123543487067821,0.0164195772283621,-0.0688816547497084,-0.209312269991454,-0.179173390793895,-0.0952176421508801,0.00838855977608953,-0.0530150298048125,-0.0699113142676643,0.00824938966292627,-0.0552417345704261,0.0314175482030689,-0.0986708188264646,-0.125359705506072,-0.07655583992564,-0.300250404243378,-0.732795488310478
"activity_pr_person",-0.0565161849767063,0.294413431608547,-0.0262240573620077,-0.13523321714034,0.240325968853317,-0.0789491614868885,0.147439037816106,-0.145485281802927,0.135598430961506,-0.224478942841662,0.0829269259484099,-0.0465247682589902,-0.117563030921946,-0.230478546238102,0.0858644205822668,0.560720514424662,0.0912388141717106,0.030116060968188,0.0920548471963702,0.0355497795216694,-0.182010137981085,-0.161015628450919,-0.128457458525957,-0.0176841814969123,-0.217145698802211,0.096801046253956,0.111645984573125,-0.0983705490029609,0.122268932304152,-0.0383852517878802,0.00825367844708558,0.0695869896158544,0.0190079227782543,0.126272224743314,0.32645882159367
"culture_index",0.0437768028737408,0.129645730469666,-0.175917343419348,0.129483810244975,0.0475825710137278,0.376643404299546,0.0230673361223593,-0.241868544039887,0.465226280964232,-0.220525831740086,0.260187543413927,-0.192591264157359,0.0531335007113693,0.389758840860425,-0.0848933430249206,-0.224673287256008,-0.0439930831455035,0.190561012361623,0.0276546759417725,0.208086088347998,-0.114421073971935,-0.100448952797666,0.0957584024217786,0.100815784879699,0.0229784812218151,0.105723129181742,-0.0597992237088313,-0.0523474205138621,-0.0284607060041044,0.0270013471950115,0.0118942893081396,0.0498652633400421,-0.0279080128877834,0.00909914266551154,0.0158137859028782
